areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03
Central Harlem,Manhattan,neighborhood,3250.0,3250.0,2949.5,3100.0,3400.0,3000.0,2800.0,2700.0,2975.0,2800.0,2800.0,2990.0,2847.5,2895.0,3250.0,3500.0,3750.0,3650.0,3550.0,3500.0,3350.0,3332.5,3350.0,3500.0,3300.0,3199.5,3525.0,3645.0,3200.0,3000.0,3200.0,3175.0,3400.0,3450.0,3425.0,3300.0,3100.0,3200.0,3450.0,3450.0,3500.0,3450.0,3495.0,3500.0,3495.0,3500.0,3600.0,3450.0,3372.5,2995.0,3100.0,3175.0,3300.0,3200.0,3200.0,3195.0,3362.5,3500.0,3300.0,3272.5,3200.0,3450.0,3572.5,3666.0,3822.5,3600.0,3375.0,3300.0,3400.0,3350.0,3300.0,3300.0,3300.0,3385.0,3500.0,3500.0,3600.0,3500.0,3425.0,3522.5,3500.0,3600.0,3545.0,3500.0,3500.0,3700.0,3625.0,3500.0,3655.0,3600.0,3600.0,3502.5,3497.5,3495.0,3500.0,3750.0,3667.0,3500.0,3490.0,3484.0,3500.0,3650.0,3610.0,3700.0,3725.0,3399.0,3230.0,3149.0,3298.0,3400.0,3450.0,3450.0,3800.0,3850.0,3750.0,3800.0,3800.0,3800.0,3800.0,3835.5,3425.0,3400.0,3495.0,4183.5,3895.0,3699.0,3515.0,3250.0,3062.0,2995.0,2972.0,2951.5,2950.0,2925.0,2795.0,2800.0,2995.0,3200.0,3250.0,3195.0,3149.5,3300.0,3200.0,3147.5,2995.0,3200.0,3200.0,3495.0,3774.5,4275.0,4000.0,3995.0,3885.0,3995.0,3992.5,3995.0,3990.0,4200.0,3900.0,3950.0,4350.0,4500.0,4275.0,3999.5,4200.0,3997.5,3990.0,4000.0,4100.0,4200.0,4300.0,4500.0,4295.0,4397.5,4400.0,4697.5,4500.0,4300.0,4200.0,4400.0,4275.0,4212.5,4111.0,4095.0,4400.0,4650.0,4730.0,4500.0,4375.0,4400.0,4547.5,4597.5,4445.0,4000.0,4250.0
Central Park South,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,14750.0,14750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16500.0,16000.0,16500.0,16000.0,16500.0,16750.0,16250.0,16750.0,17425.0,18275.0,,17850.0,,,,17250.0,16250.0,16250.0,16750.0,16250.0,15500.0,15000.0,15000.0,14400.0,13800.0,15000.0,14900.0,12500.0,,17000.0,16250.0,16700.0,16700.0,16700.0,16900.0,16700.0,16500.0,18000.0,18000.0,,,19000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22000.0,21000.0,22000.0,,18500.0,18500.0,16928.5,18857.0,16500.0,18178.5,17500.0,16250.0,17000.0,14475.0,15000.0,15000.0,16500.0,15975.0,13000.0,14975.0,18500.0,,,,,,,,,,,,,,19750.0,,22000.0,22000.0,24500.0,24000.0,,,,22500.0,21250.0,22500.0,20000.0,17000.0,16500.0,16000.0,16500.0,13750.0,17000.0,,,,,,,,,,,,,,,,,24000.0,25250.0,26250.0,30000.0,31250.0,
Central Queens,Queens,submarket,2600.0,2600.0,2600.0,2100.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,2345.5,2412.5,2300.0,2300.0,2250.0,2250.0,2350.0,2350.0,2350.0,2500.0,2375.0,2597.5,2695.0,2895.0,2500.0,2625.0,2400.0,2750.0,2300.0,2500.0,2450.0,2675.0,2675.0,2675.0,2500.0,2600.0,2400.0,2550.0,2450.0,2300.0,2700.0,2600.0,2700.0,2800.0,2688.0,2575.0,2650.0,2600.0,2500.0,2647.5,2500.0,2600.0,2775.0,2650.0,2587.0,2725.0,2595.0,2500.0,2400.0,2500.0,2824.5,2799.5,2700.0,2800.0,2800.0,2900.0,2800.0,2800.0,2800.0,2800.0,2900.0,2897.5,2850.0,2850.0,2900.0,2850.0,2800.0,2750.0,2750.0,2775.0,2800.0,2750.0,2705.0,2700.0,2700.0,2799.0,2800.0,2800.0,2800.0,2732.5,2772.5,2800.0,2750.0,2699.5,2700.0,2795.0,2797.0,2745.0,2750.0,2795.0,2750.0,2750.0,2700.0,2700.0,2700.0,2700.0,2699.0,2790.0,2800.0,2869.0,2849.0,2900.0,2896.5,2800.0,2796.0,2850.0,2839.5,2850.0,2900.0,2847.5,2750.0,2750.0,2700.0,2700.0,2623.0,2600.0,2599.0,2583.0,2550.0,2500.0,2500.0,2590.0,2600.0,2600.0,2800.0,2833.0,2800.0,2800.0,2826.5,2995.0,2992.0,3083.0,3095.0,3000.0,3121.5,3425.0,3492.0,3500.0,3500.0,3500.0,3495.0,3400.0,3304.0,3200.0,3240.0,3245.0,3397.0,3500.0,3550.0,3500.0,3550.0,3500.0,3400.0,3500.0,3400.0,3400.0,3550.0,3600.0,3700.0,3800.0,3800.0,3750.0,3650.0,3600.0,3400.0,3400.0,3400.0,3500.0,3650.0,3650.0,3750.0,3743.0,3875.0,3838.5,3800.0,3695.0,3828.0,3995.0,3800.0,3900.0,3850.0
Chelsea,Manhattan,neighborhood,8500.0,10725.0,9750.0,8900.0,6300.0,6300.0,6300.0,7500.0,7500.0,7300.0,9750.0,8500.0,11000.0,9995.0,11000.0,11500.0,7245.0,11750.0,8495.0,7500.0,9250.0,9500.0,9500.0,9250.0,11000.0,11625.0,13750.0,12500.0,9747.5,9247.5,8250.0,9995.0,9747.5,8497.5,9400.0,7475.0,6000.0,7000.0,8075.0,7500.0,8250.0,6995.0,7125.0,7475.0,9290.0,11000.0,7800.0,8500.0,9995.0,12000.0,12000.0,10000.0,9245.0,9245.0,8097.5,8500.0,8942.5,7950.0,6800.0,7400.0,7500.0,8600.0,7725.0,7300.0,7900.0,7500.0,6995.0,8537.5,9800.0,10000.0,8295.0,8250.0,8137.5,8990.0,9802.5,9500.0,8990.0,7790.0,6800.0,6995.0,7500.0,8267.5,8900.0,8947.5,7495.0,6625.0,5895.0,6750.0,6674.5,6527.0,6495.0,6500.0,7000.0,7475.0,6397.5,7225.0,8500.0,9425.0,11500.0,6812.5,6995.0,6700.0,7000.0,7250.0,7125.0,7530.0,10700.0,10000.0,10250.0,10250.0,10250.0,7200.0,7295.0,7595.0,7700.0,7175.0,9275.0,10400.0,9495.0,10500.0,10200.0,12594.0,13250.0,9950.0,6947.5,6450.0,6200.0,6000.0,6647.5,6600.0,6350.0,7495.0,7497.5,8970.0,9500.0,8497.0,6800.0,7295.0,8500.0,8850.0,9950.0,9750.0,7250.0,9150.0,8200.0,7500.0,8250.0,7972.5,7772.5,7922.5,9897.5,9775.0,11600.0,14125.0,11975.0,11600.0,11997.5,15000.0,12000.0,11495.0,10495.0,10495.0,8500.0,9750.0,11825.0,11947.5,9999.0,11447.5,11500.0,9970.0,9950.0,9200.0,9867.5,9500.0,8450.0,8495.0,9500.0,10000.0,10677.0,12500.0,17450.0,16000.0,9747.5,8995.0,9995.0,9947.5,9200.0,10495.0,13000.0,12995.0,12950.0,10872.5,10998.0,8775.0,9000.0
Chinatown,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4897.5,,4750.0,,,4200.0,,4500.0,,,,,,6500.0,6000.0,5250.0,,,6500.0,,,,,4987.5,4675.0,,4675.0,5000.0,5000.0,,,,,,5350.0,4350.0,4000.0,4650.0,4975.0,4800.0,7250.0,6395.0,4500.0,5600.0,5197.5,6197.5,,4850.0,6500.0,5500.0,,4500.0,4200.0,5000.0,4500.0,4250.0,,4500.0,4875.0,6000.0,5625.0,5250.0,4500.0,5250.0,5425.0,5899.5,5272.5,,,,5300.0,,5245.0,5000.0,4225.0,4197.5,3499.0,3300.0,3499.0,3500.0,3500.0,3995.0,4290.0,3825.0,3800.0,4200.0,4647.5,,,,,,5000.0,5800.0,,,5747.5,4995.0,,,,6150.0,,,,,,5500.0,6247.5,5700.0,5500.0,4995.0,6050.0,5600.0,6605.0,,,,,,,,5472.5,,5500.0,5995.0,5747.5,5995.0,5995.0,,,,6050.0,6200.0,8500.0,6555.0,,,,,,,
City Island,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civic Center,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clearview,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton Hill,Brooklyn,neighborhood,2950.0,4300.0,,,,,3795.0,3650.0,3300.0,,3065.0,3095.0,2750.0,2750.0,3100.0,3275.0,3700.0,3250.0,3225.0,3900.0,3795.0,3697.5,3600.0,3300.0,3850.0,3300.0,,3475.0,3900.0,3200.0,3424.5,3700.0,4200.0,4100.0,4300.0,4500.0,3095.0,3497.5,3600.0,3500.0,3472.5,3495.0,3497.5,3675.0,3750.0,3725.0,3797.5,3800.0,3797.5,3712.5,3900.0,4000.0,3850.0,3800.0,3995.0,3999.0,3954.0,3800.0,3800.0,3725.0,3599.0,3537.5,3500.0,3722.5,4200.0,3999.0,4000.0,3999.0,4275.0,4300.0,4300.0,4300.0,4325.0,4295.0,3700.0,4092.5,4447.5,4225.0,4000.0,3825.0,3727.0,3681.0,3670.0,3649.5,3699.5,3774.5,3774.5,3700.0,4000.0,4195.0,4350.0,4195.0,4235.0,3875.0,3755.0,4000.0,4150.0,3950.0,4243.0,4093.0,4200.0,4000.0,4600.0,4550.0,4400.0,3800.0,4500.0,4548.0,4250.0,4098.5,3999.0,4098.0,4601.0,4500.0,4500.0,4500.0,4700.0,4500.0,4200.0,4500.0,4750.0,4495.0,4474.0,4479.0,4547.0,4314.5,4000.0,4123.0,3961.5,3700.0,3600.0,3700.0,3850.0,3850.0,3400.0,3497.5,3666.0,3600.0,4263.0,4200.0,4300.0,3949.5,4374.5,4500.0,5350.0,5349.5,4350.0,5750.0,5872.5,5500.0,5199.0,5257.0,5000.0,5500.0,5499.0,4700.0,4650.0,4925.0,4500.0,5850.0,6000.0,5500.0,5500.0,5495.0,5995.0,5500.0,5100.0,5200.0,5543.0,5950.0,5450.0,5000.0,5500.0,5675.0,5175.0,5400.0,5800.0,5725.0,5600.0,5600.0,4995.0,4650.0,5295.0,6000.0,5650.0,5833.0,5500.0,5420.0,5500.0,5500.0,5847.5,6500.0,6200.0,6295.0,5500.0
Co-op City,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobble Hill,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6997.5,6747.5,5350.0,5445.0,,,,,5997.5,,9000.0,10750.0,9500.0,7450.0,6900.0,6375.0,6500.0,6500.0,,,8700.0,7995.0,8747.5,9300.0,6850.0,6500.0,5997.5,5995.0,5400.0,5150.0,4650.0,4350.0,5550.0,6000.0,4800.0,4500.0,4500.0,5250.0,5300.0,4500.0,4875.0,4900.0,5400.0,,5000.0,6000.0,5900.0,6000.0,5600.0,6350.0,5950.0,4495.0,4397.5,4000.0,,5750.0,5750.0,4300.0,4550.0,5500.0,5800.0,4495.0,5592.0,6400.0,5950.0,6400.0,5667.0,5750.0,,,,,6300.0,5300.0,6201.0,6000.0,6000.0,5666.5,5250.0,4997.0,5900.0,5200.0,5547.5,5522.5,5040.0,4550.0,4700.0,4200.0,4125.0,4125.0,3925.0,4308.0,4175.0,3875.0,3200.0,4750.0,3500.0,3600.0,3500.0,,,,,,,,,8500.0,9497.5,9500.0,8372.5,8495.0,7500.0,6275.0,5725.0,6647.5,6997.5,6925.0,7000.0,7350.0,7620.0,7000.0,6750.0,7500.0,8500.0,9937.5,8500.0,7620.0,7900.0,8285.0,7850.0,8500.0,9000.0,12750.0,8500.0,8400.0,7750.0,8500.0,,,,,,7995.0,8050.0,8000.0,11500.0,7695.0,7947.5,,,,,10300.0
College Point,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350.0,2350.0,,,,,,,,,,,,,,,,2375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537.5,,,,,,,,,,,,,,,,2995.0,3050.0,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia St Waterfront District,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0,,,,,,,,,,,5995.0,,,,,,,,3499.5,3500.0,3500.0,3775.0,4000.0,,,,,,,,,3750.0,4000.0,7990.0,,6873.0,6873.0,5950.0,,,,4950.0,4500.0,4500.0,,,,,,6500.0,,,,,,,,5500.0,5250.0,,7500.0,5875.0,3987.5,3500.0,,6500.0,5995.0,,7925.0,6500.0,6350.0,6800.0,,,,,,,,,,5537.5,4800.0,5287.5,5500.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concourse,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.0,2050.0,,,,,,,,,,,,,,,,,2772.5,,,,,2222.5,2349.5,,,,,,,,2650.0,2625.0,2498.0,2493.0,2493.0,2100.0,2150.0,2300.0,2250.0,2200.0,2275.0,2475.0,2350.0,,,,,,,,,,2500.0,,,2562.5,2525.0,,,,,,,2400.0,2400.0,2500.0,2500.0,,2550.0,2550.0,,2700.0,2595.0,2500.0,,,,2650.0,2575.0,2399.0,,,,2600.0,,,,2625.0,3000.0,3100.0,3100.0,3012.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coney Island,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.0,2050.0,,,,,,2198.0,2400.0,2400.0,,,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4435.5,5250.0,5250.0,5272.5,5272.0,5272.0,5297.0,,,,,,,5050.0,5050.0,,4775.0
Corona,Queens,neighborhood,,,,,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2117.0,,,,,,,,,,,,,2400.0,,,,,,2400.0,2372.5,,,,,,,,2695.0,2500.0,2440.0,,,,,2740.0,,2725.0,2800.0,2700.0,,,,,,2590.0,,2570.0,,,,,,,,,,,2742.5,2725.0,2572.5,,,,,,,,,2705.0,,,,,,,,,,,,,2618.0,2686.0,,,,,,,,,,2839.5,,,,,,,,,,,3304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Club,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crotona Park East,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crown Heights,Brooklyn,neighborhood,2300.0,2350.0,2450.0,2500.0,2500.0,2400.0,,2100.0,,,,2175.0,2400.0,2500.0,2500.0,2500.0,2300.0,2300.0,2500.0,2500.0,2500.0,2500.0,2490.0,2400.0,2500.0,2571.5,2600.0,2600.0,2600.0,2600.0,2700.0,2700.0,3100.0,2900.0,2700.0,2500.0,2450.0,2600.0,2500.0,2500.0,2789.0,2800.0,2899.0,2970.0,3200.0,3000.0,2999.0,2850.0,2800.0,2800.0,2850.0,2995.0,3000.0,3047.5,2995.0,2900.0,2800.0,2725.0,2800.0,2850.0,2850.0,2850.0,2725.0,2900.0,2990.0,2800.0,2900.0,2990.0,2995.0,2995.0,2875.0,2950.0,2950.0,2927.0,2925.0,2950.0,2995.0,2995.0,2995.0,2900.0,2825.0,2800.0,2800.0,2800.0,2850.0,2899.0,2841.0,2850.0,2875.0,2850.0,2900.0,2995.0,2900.0,2800.0,2850.0,2849.0,2800.0,2800.0,2900.0,2970.0,2975.0,3025.0,3150.0,3157.5,3258.0,2950.0,2990.0,2800.0,2750.0,2775.0,2799.0,2850.0,2998.0,3000.0,3000.0,3138.0,3099.0,3000.0,3000.0,2999.0,3000.0,3090.0,3000.0,2995.0,2999.0,3000.0,3000.0,2999.0,2800.0,2673.5,2600.0,2650.0,2700.0,2650.0,2700.0,2867.0,2900.0,2900.0,2999.0,3000.0,3000.0,3000.0,3051.0,3000.0,3000.0,3275.0,3145.0,3300.0,3475.0,4000.0,3995.0,3895.0,3625.0,3500.0,3400.0,3499.0,3500.0,3450.0,3450.0,3500.0,3525.0,3700.0,3925.0,4095.0,3995.0,3499.0,3400.0,3400.0,3500.0,3500.0,3697.5,3700.0,4000.0,4000.0,4000.0,4000.0,3999.0,4000.0,3995.0,3995.0,3795.0,3775.0,3800.0,4000.0,4100.0,4200.0,4199.0,4300.0,4000.0,4200.0,3990.0,3800.0,3750.0,3897.5,3895.0
DUMBO,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8800.0,8900.0,8600.0,,,,,,,,,,,,,,,8500.0,7500.0,,,,,7100.0,6975.0,7995.0,10450.0,12000.0,12250.0,12250.0,12250.0,11958.0,10500.0,10500.0,11916.0,12500.0,11916.0,9000.0,9400.0,11000.0,10875.0,11000.0,10875.0,9500.0,6595.0,7200.0,,,,8550.0,,9500.0,9500.0,9250.0,9000.0,9500.0,,7196.0,8181.0,9419.0,8525.0,10000.0,7000.0,7000.0,7000.0,7000.0,7453.5,7456.5,,,,7000.0,7500.0,7495.0,6919.0,8625.0,9000.0,9000.0,9000.0,8660.0,9000.0,7795.0,8410.0,8505.0,9262.5,,,,,,,,,,,12950.0,13000.0,12500.0,9995.0,10000.0,9512.5,8019.5,9512.5,9500.0,9972.5,10400.0,10775.0,12000.0,10075.0,9500.0,8495.0,9272.0,11250.0,11500.0,10071.0,11995.0,,11747.5,12247.5,11500.0,9997.5,10000.0,10000.0,9833.0,8800.0,8082.5,7922.5,7745.0,,,,11975.0,12000.0,11500.0,11500.0,,11997.5,14747.5,,,,
Ditmas Park,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450.0,2450.0,2475.0,2850.0,2825.0,2950.0,2825.0,2650.0,2600.0,2400.0,2400.0,2450.0,2500.0,2400.0,2450.0,2500.0,2750.0,2700.0,2600.0,2600.0,2797.0,2849.5,2500.0,2500.0,2500.0,2500.0,2599.5,2800.0,2512.5,2699.0,2700.0,2795.0,2900.0,2797.0,2797.0,2699.5,2712.5,2635.0,2600.0,2675.0,2775.0,2737.0,2500.0,2500.0,2500.0,2525.0,2772.0,2797.5,2674.5,2950.0,2550.0,2842.0,2750.0,2787.0,2782.0,2700.0,2699.0,2599.5,2425.0,2337.0,2595.0,2999.0,2700.0,2699.0,2799.0,2799.0,2750.0,2750.0,2995.0,2997.0,3000.0,3000.0,3250.0,2970.0,3000.0,2928.5,2900.0,2800.0,2837.5,2899.0,2700.0,2582.0,2550.0,2500.0,2550.0,2747.5,2700.0,2625.0,2700.0,2600.0,2550.0,2499.0,2600.0,2750.0,2900.0,2900.0,2950.0,3199.0,3495.0,3200.0,3000.0,3175.0,3197.5,3250.0,3212.5,3450.0,3449.5,3250.0,3449.5,3500.0,3250.0,3225.0,3150.0,,3800.0,3600.0,3195.0,3275.0,3350.0,3875.0,3600.0,3700.0,3747.5,3795.0,3599.0,3600.0,4350.0,3995.0,3700.0,3700.0,3825.0,3300.0,3300.0,3600.0,3895.0,3850.0,3925.0,3500.0,3811.0,4797.5,3903.0,3783.0,3200.0,3249.5
Douglaston,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downtown Brooklyn,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5932.5,5915.0,5811.0,5500.0,4850.0,4707.0,4589.5,5950.0,6000.0,6255.0,7500.0,6305.0,6255.0,5950.0,6500.0,7500.0,7650.0,7500.0,5822.5,6010.0,6010.0,6400.0,5911.0,5950.0,5893.0,6150.0,6309.0,6762.5,6710.0,6757.0,6041.5,4900.0,4500.0,4500.0,6463.0,7153.5,,,5950.0,6600.0,5950.0,6600.0,6005.0,6500.0,6800.0,7141.5,7333.0,,5812.0,5881.0,,,,5200.0,5190.0,5175.0,5385.0,5700.0,5750.0,5825.0,5500.0,5995.0,7175.0,7733.5,,7997.5,7600.0,7999.0,8000.0,7375.0,8145.0,7375.0,7550.0,7350.0,7366.0,7200.0,7200.0,6900.0,7522.5,7932.0,7916.0,9947.5,9497.5,7897.5,8122.5,7958.5,6995.0,6995.0,7483.5,9040.0,8191.0,7600.0,6100.0,6200.0,7320.0,9997.5,9997.5,10000.0,9995.0,9750.0,9451.0,8400.0,7972.0,9333.0,8550.0,8589.0,8274.0,8427.0,8283.5,8500.0,9069.5,9250.0,9250.0,9250.0,8921.0,7975.0,8361.0,7800.0,9200.0,9099.0,9200.0,9700.0,9200.0,8514.0
Dyker Heights,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490.0,2500.0,2300.0,,,,,,2400.0,2400.0,2500.0,2350.0,2550.0,2400.0,2400.0,2400.0,2450.0,2450.0,2500.0,2450.0,2450.0,2450.0,2425.0,2300.0,2400.0,2400.0,,2300.0,2400.0,2395.0,2449.5,2350.0,2350.0,2375.0,2400.0,2400.0,2400.0,2499.5,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2600.0,2425.0,2400.0,2350.0,2400.0,2400.0,2400.0,2449.5,2427.5,2495.0,2495.0,2450.0,2400.0,,,,2400.0,2400.0,2400.0,2300.0,2300.0,2347.5,2600.0,2500.0,2400.0,2349.5,2295.0,2250.0,2200.0,2300.0,2450.0,2450.0,2500.0,,,,,2525.0,2600.0,2600.0,2500.0,2650.0,3000.0,2900.0,3200.0,3200.0,2900.0,3075.0,,3555.0,,3325.0,3100.0,3350.0,3350.0,3300.0,3800.0,,3430.0,3000.0,3200.0,3680.0,3500.0,,3275.0,3450.0,3400.0,3500.0,3350.0,3295.0,3147.5,3500.0,3650.0,3000.0,,2900.0,,2850.0,,,,,,,,
